Instance,Best,Worst,Average,Std
0.5_0.5_200_10_Roulette_zad1.txt_0.1,5295.0,7375.0,6364.0,598.0125416745037
0.5_0.5_200_10_Roulette_zad2.txt_0.1,3475.0,6040.0,4888.5,704.049181520723
0.5_0.5_200_10_Roulette_zad3.txt_0.1,19855.0,24280.0,22372.0,1146.292283843872
